"gene_id"	"cons100way"	"rank"	"Gene"	"BF_hct116"	"BF_hela"	"BF_gbm"	"BF_rpe1"	"BF_dld1"	"BF_a375_GeCKo"	"BF_hct116_shRNA"	"numTKOHits"	"gene_type"
"221935"	0.364048399733047	15725	"SDK1"	-114.891	-68.413	-11.999	-58.362	-14.606	-8.605	-34.763	0	"nonfitness"
"120793"	0.364030131826742	15724	"OR56A4"	-82.585	-50.81	-21.449	-24.571	-18.809	-4.522	-19.738	0	"nonfitness"
"50649"	0.363874807141283	15723	"ARHGEF4"	-71.629	-49.44	-22.737	-5.976	-13.752	-13.335	2.702	0	"nonfitness"
"389668"	0.363848396501458	15722	"XKR9"	-10.714	-8.447	-6.883	-11.205	-3.951	-9.318	-12.03	0	"nonfitness"
"313"	0.363565891472868	15721	"AOAH"	-84.333	-26.498	1.562	-17.647	-12.179	-8.429	-17.884	0	"nonfitness"
"11079"	0.36356513222331	15720	"RER1"	-61.787	-9.729	-6.192	17.555	-12.327	14.435	-13.584	1	"fitness"
"79840"	0.363505559189012	15719	"NHEJ1"	-101.488	-67.753	-9.481	-9.021	-11.248	-9.376	5.349	0	"nonfitness"
"4656"	0.363410454155955	15718	"MYOG"	-66.958	-15.286	-25.256	-41.923	-13.445	-7.774	-30.683	0	"nonfitness"
"259293"	0.363295378432686	15717	"TAS2R30"	-8.753	-1.633	NA	NA	NA	0.976	NA	0	"nonfitness"
"4919"	0.363096623981374	15716	"ROR1"	-50.938	-32.044	-17.722	-12.321	-17.734	-3.958	-15.967	0	"nonfitness"
"266722"	0.363046884416054	15715	"HS6ST3"	-123.394	-39.711	-22.751	-45.637	-16.313	-13.654	-22.117	0	"nonfitness"
"2158"	0.363031735313977	15714	"F9"	-54.024	-69.293	-26.061	-27	-15.18	-10.11	-9.916	0	"nonfitness"
"10411"	0.362447617569455	15713	"RAPGEF3"	-141.759	-57.085	-37.136	-53.491	-20.326	-9.864	-17.034	0	"nonfitness"
"81532"	0.362274346064104	15712	"MOB2"	-139.105	-72.678	-30.156	-45.722	-15.971	-9.655	NA	0	"nonfitness"
"5727"	0.361453376205788	15711	"PTCH1"	-136.733	-78.084	-30.183	-42.435	-20.714	-4.871	-37.127	0	"nonfitness"
"38"	0.361445548412235	15710	"ACAT1"	-108.747	-55.55	-18.374	-46.578	-21.896	-11.027	-15.979	0	"nonfitness"
"8318"	0.361301609517145	15709	"CDC45"	133.704	57.824	14.321	-3.018	0.315	33.446	28.71	3	"core"
"26519"	0.361299694189602	15708	"TIMM10"	64.34	44.858	36.023	73.126	37.312	8.834	NA	5	"core"
"84342"	0.361129471228616	15707	"COG8"	41.614	68.135	5.07	44.209	5.205	-6.483	-34.011	5	"core"
"85415"	0.360929777594728	15706	"RHPN2"	-44.363	-19.2	-15.882	-2.16	-8.072	-6.726	-29.71	0	"nonfitness"
"7343"	0.360866046135168	15705	"UBTF"	133.521	73.531	43.472	69.212	38.248	3.056	-23.225	5	"core"
"261729"	0.360809018567639	15704	"STEAP2"	-110.384	-71.309	-4.153	-37.864	-13.487	3.397	-40.337	0	"nonfitness"
"50839"	0.360511692521417	15703	"TAS2R10"	-40.239	-10.23	-5.225	-10.313	-3.89	-4.34	11.709	0	"nonfitness"
"9619"	0.360263653483992	15702	"ABCG1"	-59.491	-62.594	-36.403	-46.045	-22.273	-11.871	-30.194	0	"nonfitness"
"27445"	0.360095011876485	15701	"PCLO"	-52.796	-19.233	-20.684	-47.123	-11.491	-8.047	-33.341	0	"nonfitness"
"2045"	0.360043421623969	15700	"EPHA7"	-107.283	-50.732	-28.76	-48.445	-13.521	-2.061	-6.943	0	"nonfitness"
"8125"	0.359569712210115	15699	"ANP32A"	-36.429	-12.876	-5.121	1.915	-5.034	-2.19	-30.978	0	"nonfitness"
"50861"	0.359548644035653	15698	"STMN3"	-27.992	4.153	-18.924	-43.838	-12.733	-4.488	-15.307	0	"nonfitness"
"154"	0.359517625231911	15697	"ADRB2"	-48.135	9.519	-20.925	-44.223	-13.384	-4.602	-31.103	0	"nonfitness"
"79446"	0.359417995860222	15696	"WDR25"	146.905	106.562	-0.458	42.927	14.959	22.315	-35.739	4	"core"
"4985"	0.359310761789601	15695	"OPRD1"	-87.196	-35.648	-39.388	-30.939	-12.147	-15.566	-10.13	0	"nonfitness"
"26330"	0.358961474036851	15694	"GAPDHS"	-80.697	-23.876	-22.441	-11.85	-13.051	-8.078	-4.354	0	"nonfitness"
"283358"	0.358839604792937	15693	"B4GALNT3"	-32.733	-22.235	-10.35	-11.48	-6.879	-14.276	-19.239	0	"nonfitness"
"7071"	0.35879622218665	15692	"KLF10"	-98.771	-48.231	-28.443	-8.94	-2.741	-10.367	-23.973	0	"nonfitness"
"1654"	0.358752997601918	15691	"DDX3X"	31.128	-12.05	-3.632	35.958	20.201	-7.579	-6.13	3	"core"
"7454"	0.35872902534809	15690	"WAS"	-110.081	-71.086	-34.045	-52.657	-14.356	-12.544	-31.79	0	"nonfitness"
"81889"	0.358710384009857	15689	"FAHD1"	-34.498	-26.006	-13.305	-21.034	-8.162	-1.317	-21.933	0	"nonfitness"
"7762"	0.358613356018715	15688	"ZNF215"	-52.515	-40.49	-12.867	-33.273	-10.879	-1.681	-10.608	0	"nonfitness"
"9168"	0.358590885280251	15687	"TMSB10"	-37.373	-10.618	-7.489	-1.754	-7.739	-1.096	-9.998	0	"nonfitness"
"8354"	0.358436311787072	15686	"HIST1H3I"	-28.236	-20.775	1.617	-27.669	2.829	-8.786	-25.193	0	"nonfitness"
"7072"	0.358227848101266	15685	"TIA1"	-114.305	-42.619	-17.689	-2.231	-11.003	3.537	-27.83	0	"nonfitness"
"23033"	0.357215836526181	15684	"DOPEY1"	-148.482	-57.321	-23.705	-34.901	-22.205	-0.691	-4.52	0	"nonfitness"
"9962"	0.357170220916869	15683	"SLC23A1"	-56.623	-23.565	-11.061	-10.023	-6.832	-6.054	-15.138	0	"nonfitness"
"9962"	0.357170220916869	15683	"SLC23A2"	-74.304	-3.891	-31.755	-22.149	-21.222	-12.492	-4.635	0	"nonfitness"
"23112"	0.35706340378198	15682	"TNRC6B"	-88.454	-53.645	-32.75	-18.638	-11.096	-10.046	-31.636	0	"nonfitness"
"90952"	0.356673254967232	15681	"ESAM"	-136.521	-86.749	-22.17	-46.827	-19.322	-17.262	NA	0	"nonfitness"
"139735"	0.356607310215558	15680	"ZFP92"	-107.14	-62.055	-16.068	-11.212	-12.102	-11.427	NA	0	"nonfitness"
"4007"	0.356185210780926	15679	"PRICKLE3"	-139.241	-71.95	-34.885	-46.688	-21.91	-8.511	-38.915	0	"nonfitness"
"7157"	0.355835806132542	15678	"TP53"	-167.775	-89.95	12.71	-59.529	-13.897	-8.791	-15.569	1	"fitness"
"10981"	0.355822444273636	15677	"RAB32"	-40.46	-50.097	-25.314	-28.536	-16.043	-3.7	-33.888	0	"nonfitness"
"3553"	0.355374032674119	15676	"IL1B"	-132.301	-71.541	-22.02	-46.659	-11.63	-10.436	-11.02	0	"nonfitness"
"55974"	0.355063882829542	15675	"SLC50A1"	-33.633	-3.276	-6.423	5.35	-5.96	-15.797	-29.975	0	"nonfitness"
"79876"	0.35504933865211	15674	"UBA5"	-21.081	26.325	9.881	-17.584	-15.753	5.823	-15.365	2	"fitness"
"10910"	0.354487384222293	15673	"SUGT1"	73.894	18.633	17.735	15.186	9.092	-2.044	-8.879	5	"core"
"136227"	0.354290987388496	15672	"COL26A1"	-31.324	-52.573	-22.1	-31.571	-18.399	NA	-33.532	0	"nonfitness"
"10136"	0.354255974033242	15671	"CELA3A"	-22.812	-47.81	-7.681	-8.596	-4.073	-5.223	-18.238	0	"nonfitness"
"375061"	0.354155881507046	15670	"FAM89A"	-90.93	-55.13	-21.415	-20.325	-14.159	-9.36	NA	0	"nonfitness"
"10110"	0.3540726863994	15669	"SGK2"	-110.659	-29.553	-17.453	-33.825	-17.442	-8.9	-16.523	0	"nonfitness"
"3641"	0.353824228028504	15668	"INSL4"	-55.408	-31.321	-8.125	-17.909	-7.2	-10.729	-14.118	0	"nonfitness"
"171484"	0.353792058434999	15667	"FAM9C"	-20.21	-18.521	-9.703	-9.866	-5.986	-7.503	-38.314	0	"nonfitness"
"10876"	0.353731343283582	15666	"EDDM3A"	-45.687	-23.301	-7.368	-21.157	-8.269	6.607	-19.531	0	"nonfitness"
"72"	0.353584301161394	15665	"ACTG2"	-138.512	-64.242	-38.335	-43.671	-19.465	-9.298	5.519	0	"nonfitness"
"57001"	0.353357933579336	15664	"ACN9"	-17.075	-10.434	-4.867	-20.825	4.088	1.977	-16.326	1	"fitness"
"284433"	0.353222836095764	15663	"OR10H5"	-15.532	-5.033	-6.941	-10.999	-0.304	-7.921	NA	0	"nonfitness"
"6642"	0.353088235294118	15662	"SNX1"	-77.565	-31.436	-36.142	-22.494	-14.87	-1.767	-33.929	0	"nonfitness"
"114781"	0.352852926709297	15661	"BTBD9"	-83.013	-67.669	-29.5	-42.497	-13.463	-2.486	-23.845	0	"nonfitness"
"9350"	0.352759276879163	15660	"CER1"	-74.182	-27.304	-34.552	-17.636	-12.677	-12.82	-26.475	0	"nonfitness"
"400165"	0.351953556948028	15659	"C13orf35"	-57.801	-31.962	-15.181	-36.29	-13.112	-5.453	NA	0	"nonfitness"
"64432"	0.351672680332203	15658	"MRPS25"	36.371	20.72	10.624	-28.732	6.503	0.556	-35.386	4	"core"
"3958"	0.351393263872062	15657	"LGALS3"	-122.077	-47.863	-29.598	-48.006	-23.922	-12.763	-6.891	0	"nonfitness"
"13"	0.351322335689971	15656	"AADAC"	-71.401	-45.177	-19.493	-29.885	-7.818	0.368	-7.752	0	"nonfitness"
"11321"	0.35121090617482	15655	"GPN1"	42.144	16.748	32.463	-9.413	7.561	2.109	-23.833	4	"core"
"54756"	0.351132075471698	15654	"IL17RD"	-87.325	-51.889	-24.536	-42.327	-17.18	1.076	-36.188	0	"nonfitness"
"3183"	0.351025991792066	15653	"HNRNPC"	1.522	4.068	-4.941	-9.503	-2.742	20.068	44.164	0	"nonfitness"
"3183"	0.351025991792066	15653	"SNRPC"	18.145	0.821	-1.572	9.811	6.635	NA	2.318	3	"core"
"4689"	0.351020408163265	15652	"NCF4"	-81.84	-68.642	-26.85	-16.09	-10.566	-16.76	-17.204	0	"nonfitness"
"26256"	0.35021085925145	15651	"CABYR"	-95.451	-55.761	-26.262	-39.666	-22.001	-19.231	-19.203	0	"nonfitness"
"51301"	0.350072874493927	15650	"GCNT4"	-27.317	-14.652	-8.359	-12.641	-8.133	1.884	NA	0	"nonfitness"
"129446"	0.349960249858035	15649	"XIRP2"	-133.169	-59.713	-22.046	-49.986	-21.234	-20.482	-8.302	0	"nonfitness"
"29780"	0.349654457498272	15648	"PARVB"	-40.42	-43.785	-31.147	-48.838	-18.521	-6.756	-26.234	0	"nonfitness"
"342850"	0.349393939393939	15647	"ANKRD62"	-65.684	-41.893	-19.363	-20.498	-13.425	NA	NA	0	"nonfitness"
"10046"	0.349291187739464	15646	"MAMLD1"	-113.179	-92.62	-35.904	-53.341	-23.709	-19.64	-5.999	0	"nonfitness"
"252983"	0.349037227214377	15645	"STXBP4"	-101.024	-78.956	-19.241	-29.299	-18.506	-1.325	-24.278	0	"nonfitness"
"55644"	0.348507462686567	15644	"OSGEP"	260.55	109.415	59.457	78.324	36.205	17.545	-15.843	5	"core"
"79748"	0.348398576512456	15643	"LMAN1L"	-58.576	-15.45	-24.112	-32.861	-3.567	-16.159	-12.094	0	"nonfitness"
"55108"	0.348314238952537	15642	"BSDC1"	-21.842	3.668	-11.434	20.918	-7.927	12.07	1.459	1	"fitness"
"26173"	0.348055281342547	15641	"INTS1"	-31.177	2.491	20.674	26.348	8.153	15.638	NA	3	"core"
"90390"	0.347999110715874	15640	"MED30"	55.397	21.191	39.69	26.955	10.286	10.659	39.725	5	"core"
"6897"	0.347732531235539	15639	"TARS"	204.434	103.553	36.198	16.582	8.14	32.549	-5.027	5	"core"
"221"	0.347536318706006	15638	"ALDH3B1"	-99.735	-15.565	-27.425	-22.144	-15.273	NA	-12.992	0	"nonfitness"
"6840"	0.347380497131931	15637	"SVIL"	-59.023	-43.23	-33.582	-39.494	-22.279	-9.133	23.098	0	"nonfitness"
"9487"	0.347089358546533	15636	"PIGL"	-79.878	-37.933	-28.823	-30.84	-11.463	1.007	-11.884	0	"nonfitness"
"65117"	0.347078778741048	15635	"RSRC2"	59.912	27.343	-20.239	13.254	7.535	11.044	-9.633	4	"core"
"7905"	0.347044334975369	15634	"REEP5"	-56.782	-40.14	-17.871	-38.082	-15.471	-9.062	-41.325	0	"nonfitness"
"51176"	0.347024579560155	15633	"LEF1"	-109.902	-12.245	-26.008	-34.99	-23.793	-9.682	-16.356	0	"nonfitness"
"338557"	0.346693521315878	15632	"FFAR4"	-68.25	-34.336	-16.448	-11.963	-15.486	NA	-26.039	0	"nonfitness"
"23779"	0.346494845360825	15631	"ARHGAP8"	-74.069	-27.138	-23.372	-18.548	1.151	-15.151	NA	0	"nonfitness"
"124220"	0.346282973621103	15630	"ZG16B"	-58.28	-32.757	-26.343	-33.929	-17.996	-7.969	NA	0	"nonfitness"
"318"	0.345863082738345	15629	"NUDT2"	-34.488	-35.539	-19.63	-29.185	-2.095	-3.066	-15.793	0	"nonfitness"
"55647"	0.345313698420003	15628	"RAB20"	-104.732	-51.239	-30.193	-52.876	-22.759	-13.287	-20.92	0	"nonfitness"
"388697"	0.34517151916979	15627	"HRNR"	-125.924	-79.817	-17.14	-15.403	-8.231	-14.323	-25.392	0	"nonfitness"
"55661"	0.344918444165621	15626	"DDX27"	224.469	13.275	33.377	85.996	23.524	23.355	40.088	4	"core"
"339512"	0.344596818431157	15625	"C1orf110"	-88.514	-0.756	-12.988	-31.575	-13.852	-6.075	-43.437	0	"nonfitness"
"33"	0.344551956247371	15624	"ACADL"	-53.996	-44.661	-26.952	-16.845	-15.975	-10.162	-30.404	0	"nonfitness"
"6534"	0.343862576314891	15623	"SLC6A7"	-137.361	-31.587	-19.795	-0.273	-19.328	-7.645	-18.258	0	"nonfitness"
"84865"	0.343664607898185	15622	"CCDC142"	-81.8	-39.114	-1.126	4.543	-13.773	2.489	NA	0	"nonfitness"
"266743"	0.343390804597701	15621	"NPAS4"	-127.685	-49.817	-24.965	-42.506	-13.991	-14.828	0.898	0	"nonfitness"
"5991"	0.343265070666282	15620	"RFX3"	-137.313	-83.92	-27.588	-35.173	-21.258	-1.24	-43.644	0	"nonfitness"
"3746"	0.342926924579914	15619	"KCNC1"	-83.656	-64.487	-34.484	-29.52	-14.81	-14.281	-23.353	0	"nonfitness"
"2303"	0.342857142857143	15618	"FOXC2"	-21.473	-20.721	-8.862	-0.075	-15.658	-3.566	-21.647	0	"nonfitness"
"133383"	0.342815953868333	15617	"SETD9"	-9.755	-0.078	-7.586	-6.121	-3.883	-2.415	-13.219	0	"nonfitness"
"80223"	0.342798812175204	15616	"RAB11FIP1"	-47.438	-48.369	-19.568	18.195	-16.863	-15.06	-33.976	1	"fitness"
"280636"	0.342417994376757	15615	"C11orf31"	-88.683	-48.853	7.182	-32.148	-11.156	-7.646	-6.397	1	"fitness"
"91947"	0.342305115032388	15614	"ARRDC4"	-105.806	-73.737	-32.413	-55.936	-21.568	3.385	-35.862	0	"nonfitness"
"81555"	0.342019543973941	15613	"YIPF5"	-31.247	-16.904	-5.597	-14.637	1.348	13.852	NA	0	"nonfitness"
"85437"	0.341872191165187	15612	"ZCRB1"	33.542	19.618	-4.664	-4.575	2.199	-7.004	NA	2	"fitness"
"401387"	0.341714311040199	15611	"LRRD1"	-71.921	-12.544	-7.983	-33.752	-9.677	-3.879	-33.775	0	"nonfitness"
"81572"	0.341662468513854	15610	"PDRG1"	140.645	69.036	46.171	55.474	10.963	8.699	-41.88	5	"core"
"643"	0.341647058823529	15609	"CXCR5"	-79.632	-56.119	-31.812	-42.82	-15.589	-10.416	-27.149	0	"nonfitness"
"8756"	0.341606557377049	15608	"ADAM7"	-104.218	-38.365	-31.041	-44.711	-15.611	-1.755	-9.087	0	"nonfitness"
"80196"	0.341186161449753	15607	"RNF34"	-106.546	-72.33	-22.484	-22.028	-11.815	-13.807	-24.668	0	"nonfitness"
"9900"	0.341165987780041	15606	"SV2A"	-25.815	-36.081	1.615	-25.852	-13.378	-4.887	-2.31	0	"nonfitness"
"146542"	0.341113909879653	15605	"ZNF688"	-127.721	-55.575	-29.677	-36.098	-16.889	-6.223	-1.389	0	"nonfitness"
"90273"	0.341033138401559	15604	"CEACAM21"	-48.346	-76.712	-16.576	-36.534	-16.19	-5.984	-1.431	0	"nonfitness"
"347442"	0.341003671970624	15603	"DCAF8L2"	-63.165	-47.032	-20.214	-32.346	-11.146	-9.217	NA	0	"nonfitness"
"388701"	0.340807392996109	15602	"C1orf189"	-55.071	-28.916	-25.576	-33.111	-12.93	2.911	NA	0	"nonfitness"
"404672"	0.340673738085126	15601	"GTF2H5"	3.632	-3.395	0.429	16.253	1.572	-9.046	-39.177	2	"fitness"
"100170765"	0.340243902439024	15600	"C19orf69"	-62.875	-23.315	-14.406	-5.787	-7.385	-3.284	NA	0	"nonfitness"
"79869"	0.340147152911068	15599	"CPSF7"	-71.909	1.117	-2.617	-21.356	-2.098	-9.61	NA	0	"nonfitness"
"79789"	0.340130161193001	15598	"CLMN"	-97.07	-66.436	-27.428	-15.682	-13.079	-3.555	-15.92	0	"nonfitness"
"260434"	0.340032590983161	15597	"PYDC1"	-51.75	-36.878	-13.315	-13.547	5.839	-7.12	-6.328	1	"fitness"
"1235"	0.339788515922784	15596	"CCR6"	-73.131	-33.088	-21.249	-2.148	-4.512	NA	-10.871	0	"nonfitness"
"51271"	0.339597921843235	15595	"UBAP1"	-86.621	-44.723	-19.834	-4.876	9.372	-7.144	-26.191	1	"fitness"
"80745"	0.339139670738184	15594	"THUMPD2"	-102.052	-72.633	-20.036	-52.278	-7.37	9.16	-42.987	0	"nonfitness"
"7015"	0.339008321775312	15593	"TERT"	-121.287	-18.64	-9.983	-17.108	-13.74	-45.842	NA	0	"nonfitness"
"654"	0.33889751552795	15592	"BMP6"	-120.302	-80.334	-33.417	-57.455	-22.112	-12.403	-21.737	0	"nonfitness"
"3824"	0.338722881702824	15591	"KLRD1"	-24.011	-24.849	-1.581	3.766	2.4	1.231	-33.951	0	"nonfitness"
"126823"	0.338413685847589	15590	"KLHDC9"	-122.414	-37.366	-15.088	-38.015	-8.079	-12.73	-18.482	0	"nonfitness"
"26280"	0.338310007668712	15589	"IL1RAPL2"	-168.297	-56.99	-8.102	-41.41	-20.066	-1.116	10.433	0	"nonfitness"
"57696"	0.338300296195033	15588	"DDX55"	224.056	115.397	27.413	73.201	29.222	5.142	-18.035	5	"core"
"27122"	0.338184643273339	15587	"DKK3"	-118.669	-25.584	9.072	-26.622	-19.416	-1.465	-0.075	1	"fitness"
"134288"	0.338146355153301	15586	"TMEM174"	-50.017	-52.284	7.036	-6.071	-1.214	-10.133	-36.198	1	"fitness"
"55135"	0.338098918083462	15585	"WRAP53"	6.456	-9.062	5.922	54.247	25.253	2.051	-8.157	4	"core"
"116068"	0.338038416763679	15584	"LYSMD3"	-11.166	-7.264	-5.626	-6.569	2.863	-1.087	NA	0	"nonfitness"
"10838"	0.337953406074904	15583	"ZNF275"	-91.394	-56.76	-37.133	-41.794	-22.91	NA	-22.893	0	"nonfitness"
"30061"	0.337793368930833	15582	"SLC40A1"	-105.642	-69.382	-19.304	-19.526	-13.444	-4.648	-14.998	0	"nonfitness"
"253260"	0.337728459530026	15581	"RICTOR"	-12.819	100.954	-28.225	32.335	6.186	-1.697	-4.662	3	"core"
"114991"	0.337726285300507	15580	"ZNF618"	-82.27	-68.691	-24.303	-48.257	-5.524	-9.314	-30.385	0	"nonfitness"
"283248"	0.337662337662338	15579	"RCOR2"	-59.423	-24.207	-19.316	-46.119	-8.894	-5.091	-7.4	0	"nonfitness"
"283933"	0.337118644067797	15578	"ZNF843"	-44.693	-57.671	-38.713	-53.886	-7.865	-2.823	NA	0	"nonfitness"
"55240"	0.337069402228977	15577	"STEAP3"	-79.411	-82.022	-16.612	-37.876	-17.566	-15.738	-14.585	0	"nonfitness"
"11189"	0.337047353760446	15576	"CELF3"	-134.061	-9.047	-31.602	-55.74	-15.224	-31.237	-7.749	0	"nonfitness"
"8940"	0.336998514115899	15575	"TOP3B"	-51.767	-19.557	-14.805	-15.995	-15.554	-3.285	-27.823	0	"nonfitness"
"85301"	0.336842105263158	15574	"COL27A1"	-52.108	18.804	-25.65	-18.288	-2.346	-16.955	-13.522	1	"fitness"
"285971"	0.336641221374046	15573	"ZNF775"	-58.78	-26.761	-26.204	-48.523	-18.482	-11.81	-22.177	0	"nonfitness"
"283849"	0.336635750421585	15572	"EXOC3L1"	-51.753	-40.826	-21.136	-8.611	-12.997	-10.532	-30.05	0	"nonfitness"
"51454"	0.336570718575274	15571	"GULP1"	-35.474	-0.975	-2.135	-6.237	-3.237	3.451	-31.656	0	"nonfitness"
"65082"	0.336312232795477	15570	"VPS33A"	-17.315	-14.563	31.332	-24.206	-4.036	-2.638	-13.327	1	"fitness"
"5504"	0.336304422351731	15569	"PPP1R2"	37.664	7.048	NA	NA	NA	NA	-19.225	1	"fitness"
"2145"	0.336069252965694	15568	"EZH1"	-110.715	-42.403	-20.467	-31.009	-14.697	-8.144	-20.665	0	"nonfitness"
"11164"	0.336013179571664	15567	"NUDT5"	-40.975	-24.432	-12.881	-29.107	-6.017	2.587	-1.297	0	"nonfitness"
"1144"	0.33559540823383	15566	"CHRND"	-66.776	-44.823	-28.835	-34.949	-4.387	-4.756	-17.033	0	"nonfitness"
"27238"	0.335028555887952	15565	"GPKOW"	200.786	64.386	64.731	59.289	27.084	-13.809	-43.185	5	"core"
"64866"	0.335021354484442	15564	"CDCP1"	-66.512	-44.935	-22.477	-11.951	-11.813	-17.612	-7.769	0	"nonfitness"
"134145"	0.33476581361661	15563	"FAM173B"	-117.128	6.043	-35.43	-12.676	-16.554	-11.034	NA	0	"nonfitness"
"9230"	0.334285714285714	15562	"RAB11B"	-79.411	-48.267	-26.119	-27.524	-10.006	-15.84	-10.193	0	"nonfitness"
"338596"	0.334188712172292	15561	"ST8SIA6"	-98.288	-77.571	-8.807	-25.419	-10.594	9.599	-4.406	0	"nonfitness"
"7529"	0.334011428571429	15560	"YWHAB"	-57.818	8.722	-3.853	-17.567	3.357	-11.169	-31.493	0	"nonfitness"
"146227"	0.333622877220379	15559	"BEAN1"	-101.45	-30.808	-27.673	-30.974	10.119	-21.661	NA	1	"fitness"
"131566"	0.333568264196536	15558	"DCBLD2"	-90.847	-62.255	-34.37	-20.707	-9.244	-4.94	-43.107	0	"nonfitness"
"10269"	0.333494363929147	15557	"ZMPSTE24"	-62.851	-8.396	-23.257	0.404	3.443	1.366	-28.244	0	"nonfitness"
"5334"	0.333098177542622	15556	"PLCL1"	-74.612	-66.841	-24.414	-46.133	-10.232	-0.464	-2.931	0	"nonfitness"
"342527"	0.332544378698225	15555	"SMTNL2"	-36.406	-29.5	-37.054	-32.076	-19.822	3.144	-27.31	0	"nonfitness"
"8895"	0.332446226759023	15554	"CPNE3"	-93.025	-65.154	-35.142	-48.689	-16.377	-13.208	-34.016	0	"nonfitness"
"79962"	0.332432432432432	15553	"DNAJC22"	-93.766	-60.648	-23.016	-36.181	-12.765	-3.346	-33.176	0	"nonfitness"
"7482"	0.332327085752198	15552	"WNT2B"	-55.134	-19.441	-24.568	-5.148	-13.602	-1.46	-20.51	0	"nonfitness"
"148223"	0.332206572769953	15551	"C19orf25"	-73.086	1.099	9.313	-18.624	-10.116	14.219	NA	1	"fitness"
"146857"	0.332164242942686	15550	"SLFN13"	-67.775	-69.395	-27.317	-38.305	-18.56	-6.976	-11.328	0	"nonfitness"
"23423"	0.331913043478261	15549	"TMED3"	-60.504	-8.905	-34.838	-18.426	-13.991	-5.153	1.326	0	"nonfitness"
"338751"	0.331393174380552	15548	"OR52L1"	-43.988	-15.248	-7.072	-9.27	-4.122	-5.573	-0.402	0	"nonfitness"
"89848"	0.331184768895516	15547	"FCHSD1"	-125.634	-29.934	-9.448	-17.351	-20.931	-6.136	NA	0	"nonfitness"
"6804"	0.330787364450731	15546	"STX1A"	-83.688	0.455	21.269	-11.401	-22.493	-13.205	4.748	1	"fitness"
"3885"	0.330779880018459	15545	"KRT34"	-48.501	-7.876	-8.479	-8.74	-6.065	1.312	-5.425	0	"nonfitness"
"339976"	0.330703259005146	15544	"TRIML1"	-113.133	-61.596	-23.146	-57.826	-21.957	-1.992	-30.582	0	"nonfitness"
"57731"	0.330275229357798	15543	"SPTBN4"	-65.582	-11.129	-16.051	-13.358	-8.774	-17.612	-18.885	0	"nonfitness"
"9098"	0.330005504533998	15542	"USP6"	-28.991	-8.678	-11.445	-16.046	3.789	-4.071	-21.192	1	"fitness"
"55172"	0.32972972972973	15541	"DNAAF2"	-44.988	-19.025	16.387	8.528	-14.668	9.788	-37.896	2	"fitness"
"266812"	0.329569892473118	15540	"NAP1L5"	-77.534	5.022	-24.313	-31.517	-14.161	-13.73	-28.036	0	"nonfitness"
"9578"	0.329335174590649	15539	"CDC42BPB"	-86.36	-61.608	-5.546	-48.579	-19.797	-8.243	-32.515	0	"nonfitness"
"4189"	0.328607251070943	15538	"DNAJB9"	-29.052	-19.828	-0.821	2.584	-3.194	-8.377	-18.74	0	"nonfitness"
"8394"	0.328443248093315	15537	"PIP5K1A"	-38.599	-5.323	-13.481	-28.942	-12.486	4.57	-31.158	0	"nonfitness"
"57522"	0.328238269176735	15536	"SRGAP1"	-150.15	-81.248	-18.124	-43.275	-21.695	-3.626	-13.817	0	"nonfitness"
"23259"	0.328220689655172	15535	"DDHD2"	-112.875	-58.801	-29.088	-24.397	-15.616	-7.69	-9.595	0	"nonfitness"
"80705"	0.328174529181428	15534	"TSGA10"	-23.039	-12.162	3.486	-15.222	7.752	1.797	-22.709	2	"fitness"
"79977"	0.328102189781022	15533	"GRHL2"	-80.589	-76.317	-18.148	-27.67	-17.347	-4.355	-30.264	0	"nonfitness"
"63826"	0.328038225748287	15532	"SRR"	-30.714	-65.288	-18.862	-25.434	-20.28	-8.952	NA	0	"nonfitness"
"2893"	0.327916666666667	15531	"GRIA4"	-141.685	-92.655	-32.954	-55.103	-20.307	-6.266	-24.3	0	"nonfitness"
"50856"	0.327908089995213	15530	"CLEC4A"	-43.719	-22.937	-4.057	-20.672	-5.937	-6.675	-30.524	0	"nonfitness"
"8383"	0.327796720246793	15529	"OR1A1"	-96.408	-71.209	-23.319	-29.256	-11.051	-0.549	-4.647	0	"nonfitness"
"64598"	0.327726035248603	15528	"MOSPD3"	-38.182	-23.531	-12.974	12.712	-8.044	-7.278	NA	1	"fitness"
"90485"	0.32771509167842	15527	"ZNF835"	-101.442	-70.449	-26.281	-32.992	-18.262	-2.179	-19.723	0	"nonfitness"
"9917"	0.327662721893491	15526	"FAM20B"	-105.682	-15.101	-17.033	-38.515	-20.585	-16.317	-34.063	0	"nonfitness"
"284723"	0.327650429799427	15525	"SLC25A34"	-56.83	-39.276	-29.047	-47.724	-14.843	-4.278	-31.577	0	"nonfitness"
"1409"	0.327619361832493	15524	"CRYAA"	-52.489	-73.822	-34.392	-46.306	-20.448	-1.517	-21.8	0	"nonfitness"
"114928"	0.327327228226494	15523	"GPRASP2"	-75.965	-49.418	-27.546	-44.404	-9.257	-8.72	-5.591	0	"nonfitness"
"24144"	0.327277686852155	15522	"TFIP11"	-22.614	-17.534	-27.508	31.617	15.323	6.55	20.929	2	"fitness"
"91544"	0.326993603411514	15521	"UBXN11"	-113.797	-50.366	-28.991	-2.996	-4.702	-10.416	NA	0	"nonfitness"
